id,original_post_id,undergrad_gpa,undergrad_gpa_out_of,grad_gpa,grad_gpa_out_of,gre_quant,gre_verbal,gre_writing,undergrad_institution,grad_institution,undergrad_major,grad_major,math_courses,phd_course_taken,research_experience,publications,work_experience_years,letters_of_rec,schools_applied,schools_accepted,schools_rejected,schools_waitlisted,funding_status,extracted_at
91,834,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:32:36.072920
92,842,4.96,5.0,,,,,,Scandinavian Economics/Business School,Oxbridge/LSE,Economics and Business,Financial Economics,"['Topics in Probability Theory and Stochastic Processes', 'Mathematics for Economists', 'Statistics for Economists', 'Calculus', 'Linear Algebra', 'Difference and Differential Equations']",False,False,,,"Statistics undergrad Prof, Econometrics Prof",[],[],[],[],,2025-12-10 17:32:36.072920
93,844,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:32:36.072920
94,845,,,,,,,,,,Pharmacy,,[],False,,,,,[],[],[],[],,2025-12-10 17:32:36.072920
95,1231,,,,,,,,,,,,[],,,,,,['University of Minnesota'],[],[],['University of Minnesota'],,2025-12-10 17:32:36.072920
96,854,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:32:36.072920
97,878,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:32:36.072920
98,857,3.95,4.0,,,168.0,167.0,,Top Canadian university,Oxbridge,finance and math,Economics,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Ordinary Differential Equations', 'Real Analysis', 'Game Theory', 'Probability Theory']",False,False,,3.0,3 from well-respected profs from undergrad and masters,[],[],[],[],,2025-12-10 17:32:36.072920
99,858,3.85,4.0,,,,,,"Top 10, U.S",,Economics,Mathematics,"['Riemanian Geometry', 'Differential Geometry', 'Topology', 'Measure Theory', 'Honors Analysis 1', 'Probability (Measure-Theoretic)', 'Stochastic Calculus', 'Algebra', 'Complex Analysis 1', 'Math Field Course', 'Differential Geometry', 'Mathematical Physics', 'Financial Math', 'Numerical Analysis', 'PDE', 'Complex Analysis', 'Mathematical Stat', 'Linear Algebra', 'Calc 3', 'ODE']",True,True,,,,[],[],[],[],,2025-12-10 17:32:36.072920
100,862,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:32:36.072920
101,870,,,,,,,,,,,,['maths for economists'],False,True,,,,"['Cambridge', 'Oxford University']",[],[],[],,2025-12-10 17:33:44.535769
102,872,,,,,,,,,,,,"['Calculus', 'Linear Algebra', 'Real Analysis']",False,,,,,"['Oxford', 'Cambridge University']",[],[],[],,2025-12-10 17:33:44.535769
103,1771,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
104,936,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
105,939,,,,,,,,,New York University,Economics and Politics,Economics,[],False,,,1.0,,[],['New York University'],[],[],,2025-12-10 17:33:44.535769
106,954,4.0,4.0,3.8,4.0,,,,,,Media and Communications,Management and International Business,[],False,True,1.0,3.0,"strong recs from RA professor, thesis advisor, and another RA professor","['Harvard', 'Cornell', 'Yale', 'Columbia', 'MIT', 'NYU', 'Duke', 'UNC', 'Boston University', 'GWU', 'Rutgers', 'Boston College']",[],[],[],,2025-12-10 17:33:44.535769
107,955,3.46,4.0,,,,,,"University of California, Santa Barbara",University of Arizona,Economics,Law,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
108,958,3.65,4.0,3.75,4.0,,,,,,BBA,Accounting and Information Systems,[],False,True,5.0,2.0,,[],[],[],[],,2025-12-10 17:33:44.535769
109,959,3.65,4.0,3.75,4.0,,,,,,BBA,Accounting and Information Systems,[],False,True,6.0,2.0,,[],[],[],[],,2025-12-10 17:33:44.535769
110,29214,3.58,4.0,3.67,4.0,160.0,163.0,,Brigham Young University,University of Texas (Austin),Economics,Economics,"['Calculus 3', 'Linear Algebra', 'Probability and Statistics', 'Math for Economists']",False,True,,3.0,"3 professors, 1 from BYU (Ph.D Econ, MIT), 2 from University of Texas (Ph.D Econ, Duke and Ph.D Econ, Washington University in Saint Louis)","['University of Utah', 'Washington University in St. Louis', 'University of Oregon', 'University of Colorado (Boulder)', 'University of Nebraska', 'Syracuse University']",[],[],[],,2025-12-10 17:33:44.535769
111,960,,,,,,,,,Brigham Young University,,,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
112,963,,,,,,,,,,,Forensic Analysis,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
113,1017,,,,,,,,,University of Southern California,,Communication and Journalism,[],False,,,,,[],['University of Southern California'],[],[],,2025-12-10 17:33:44.535769
114,1019,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
115,1078,,,,,,,,,,,,[],,,,,,[],[],[],['Stanford'],,2025-12-10 17:33:44.535769
116,1079,,,,,,,,,,,,[],False,,,,,"['Stanford', 'Oxford']",[],[],['Stanford'],,2025-12-10 17:33:44.535769
117,1107,,,,,,,,,,,,[],,,,,,['University of Michigan'],[],[],[],,2025-12-10 17:33:44.535769
118,1121,,,,,,,,,,,,[],,,,,,[],"['Harvard', 'MIT', 'Yale', 'Princeton']",[],[],,2025-12-10 17:33:44.535769
119,1153,,,,,,,,,,,,[],,,,,,['Berkeley ARE'],[],['Berkeley ARE'],[],,2025-12-10 17:33:44.535769
120,1161,,,,,,,,,,,,[],,,,,,['Harvard PPOL'],[],[],[],,2025-12-10 17:33:44.535769
121,1184,,,,,,,,,,,,[],False,,,,,['Berkeley'],[],['Berkeley'],[],,2025-12-10 17:33:44.535769
122,1200,,,,,,,,,,,,[],,,,,,"['Stanford GSB', 'Wharton']",[],[],[],,2025-12-10 17:33:44.535769
123,1202,,,,,,,,,,,,[],False,,,,,"['Stanford GSB', 'Cornell Dyson']",[],[],[],,2025-12-10 17:33:44.535769
124,1222,,,,,,,,,,,,[],,,,,,['Stanford GSB'],[],[],['Stanford GSB'],,2025-12-10 17:33:44.535769
125,1255,,,,,,,,,,,,[],False,,,,,"['Harvard', 'MIT', 'Yale', 'Columbia', 'Michigan']",[],[],[],,2025-12-10 17:33:44.535769
126,1270,,,,,,,,,,,,[],False,,,,,"['Yale', 'Minnesota']",[],"['Yale', 'Minnesota']",[],,2025-12-10 17:33:44.535769
127,1287,,,,,,,,,,,,[],,,,,,['Berkeley'],[],['Berkeley'],[],,2025-12-10 17:33:44.535769
128,1348,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
129,1367,,,,,,,,,,,,[],False,,,,,['PSU'],['PSU MA'],['PSU PhD'],[],,2025-12-10 17:33:44.535769
130,1369,,,,,,,,,,,,[],False,,,,,['PSU'],['MA'],['PSU PhD'],[],,2025-12-10 17:33:44.535769
131,1370,,,,,,,,,,,,[],False,,,,,['Penn State University'],['Penn State University MA'],['Penn State University PhD'],[],,2025-12-10 17:33:44.535769
132,1384,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
133,1386,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
134,1393,,,,,,,,,Harvard,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
135,1395,,,,,,,,,,,,[],False,,,,,['New York University'],['New York University'],[],[],,2025-12-10 17:33:44.535769
136,1396,,,,,,,,,New York University,,,[],False,,,,,['New York University'],['New York University'],[],[],,2025-12-10 17:33:44.535769
137,1398,,,,,,,,,New York University,,,[],False,,,,,['New York University'],['New York University'],[],[],,2025-12-10 17:33:44.535769
138,1426,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
139,1453,,,,,,,,,,,,[],,,,,,['Harvard'],[],[],[],,2025-12-10 17:33:44.535769
140,1454,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
141,1481,,,,,,,,,Yale School of Management,,,[],False,,,,,[],['Yale School of Management'],[],[],,2025-12-10 17:33:44.535769
142,2960,,,,,,,,,,,,[],,,,,,['NYU'],['NYU'],[],[],,2025-12-10 17:33:44.535769
143,1484,,,,,,,,,,,,[],,,,,,['University Of Wisconsin-Madison'],[],[],[],,2025-12-10 17:33:44.535769
144,1495,,,,,,,,,,,,[],,,,,,"['NYU', 'Michigan']",[],[],[],,2025-12-10 17:33:44.535769
145,1498,,,,,,,,,,,,[],,,,,,['NYU'],[],[],[],,2025-12-10 17:33:44.535769
146,1500,,,,,,,,,,,,[],False,,,,,"['NYU', 'Michigan', 'Boston University']",[],[],[],,2025-12-10 17:33:44.535769
147,1507,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
148,1514,,,,,,,,,,,,[],,,,,,['Caltech'],[],[],[],,2025-12-10 17:33:44.535769
149,1563,,,,,,,,,,,,[],False,True,,4.0,,[],[],[],[],,2025-12-10 17:33:44.535769
150,1569,,,,,,,,,,,,[],False,,,,,"['Northwestern', 'Columbia', 'Harvard', 'Stanford', 'MIT', 'Chicago', 'Princeton']",[],[],[],,2025-12-10 17:33:44.535769
151,1586,,,,,,,,,,,,[],,,,,,['Harvard'],[],[],['Harvard'],,2025-12-10 17:33:44.535769
152,1587,,,,,,,,,,,,[],False,,,,,['Harvard'],[],[],['Harvard'],,2025-12-10 17:33:44.535769
153,1589,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
154,1590,,,,,,,,,,,,[],False,,,,,"['MIT', 'Harvard', 'Stanford']",[],[],[],,2025-12-10 17:33:44.535769
155,1610,,,,,,,,,,,,[],,,,,,['Emory University'],[],[],['Emory University'],,2025-12-10 17:33:44.535769
156,1611,,,,,,,,,,,,[],False,,,,,['Emory University'],[],[],['Emory University'],,2025-12-10 17:33:44.535769
157,1696,,,,,,,,,Barcelona School of Economics,,,[],,,,,,[],['Barcelona School of Economics'],[],[],fully funded,2025-12-10 17:33:44.535769
158,1715,,,,,,,,,,,,[],False,,,,,"['Harvard Business School', 'University of Wisconsin-Madison', 'London School of Economics', 'Columbia University', 'New York University']",[],[],[],,2025-12-10 17:33:44.535769
159,1716,,,,,,,,,Universitat Pompeu Fabra,,,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
160,1717,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
161,1739,,,,,,,,,,,,[],,,,,,['Princeton'],[],[],['Princeton'],,2025-12-10 17:33:44.535769
162,1756,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
163,1758,,,,,,,,,,,,[],,,,,,['Stanford'],[],[],[],,2025-12-10 17:33:44.535769
164,29507,3.4,4.0,3.76,4.0,167.0,154.0,3.0,Flagship State University in United States,Top University in South Korea,Mathematics (Statistics Emphasis) & Economics,Business Administration,"['Honors Calculus 1', 'Honors Calculus 2', 'Discrete', 'Linear Algebra', 'Differential Equation', 'Analysis 1', 'Analysis 2', 'Applied Stat 1', 'Applied Stat 2', 'Probability', 'Mathematical Statistics 1', 'Mathematical Statistics 2', 'Stochastic Processes', 'Game Theory', 'Actuarial Math']",True,True,,,"My Master Thesis advisor (should be good), and professors from graduate level classes (mostly based on my test score or overall grade)","['Minnesota', 'Wisconsin', 'UCLA', 'Duke', 'Cornell', 'Brown', 'PSU', 'OSU', 'BU', 'Maryland', 'WUSTL', 'Rochester', 'MSU', 'RICE', 'BC', 'UIUC', 'UNC', 'UC Davis', 'Vanderbilt', 'Pitt', 'UA', 'ASU', 'Iowa', 'UW', 'Georgetown']",[],[],[],,2025-12-10 17:33:44.535769
165,1790,,,,,,,,,,,,[],True,True,,,,['UPF'],[],[],[],none,2025-12-10 17:33:44.535769
166,1793,,,,,,,,,,,,[],True,True,,,,['UPF'],[],[],[],none,2025-12-10 17:33:44.535769
167,1833,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
168,1834,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
169,1836,,,,,,,,,,,,[],,,,,,['UNC'],[],[],['UNC'],,2025-12-10 17:33:44.535769
170,1838,,,,,,,,,,,,[],False,,,,,['UNC'],[],[],['UNC'],,2025-12-10 17:33:44.535769
171,1869,,,,,,,,,,,,[],,,,,,[],['Princeton University'],[],[],,2025-12-10 17:33:44.535769
172,1872,,,,,,,,,,,,[],,,,,,['UNC'],[],[],['UNC'],,2025-12-10 17:33:44.535769
173,1885,,,,,,,,,,,,[],,,,,,['Rice University'],[],['Rice University'],[],,2025-12-10 17:33:44.535769
174,1886,,,,,,,,,,,,[],False,,,,,['Rice University'],['top5 EU institution'],['Rice University'],[],,2025-12-10 17:33:44.535769
175,1887,,,,,,,,,,,,[],,,,,,[],[],[],['Princeton'],,2025-12-10 17:33:44.535769
176,1888,,,,,,,,,,,,[],False,,,,,[],['top5 EU institution'],['Rice'],[],,2025-12-10 17:33:44.535769
177,1912,,,,,,,,,,,,[],,,,,,['Berkeley'],[],[],[],,2025-12-10 17:33:44.535769
178,2157,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
179,29508,3.94,4.0,,,166.0,161.0,5.5,Large State School,,Economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Advanced Calculus 1', 'Differential Equations', 'Statistics']",False,True,,,"Two graduates from Cornell, one being a professor with ties to faculty and the other an economist at a Fortune 100 company.","['Cornell', 'Iowa State', 'Fordham', 'CUNY', 'UC Boulder', 'University of Southern California', 'Clemson', 'UMass Amherst']",[],[],[],Full scholarship,2025-12-10 17:33:44.535769
180,1890,,,,,,,,,,,,[],False,,,,,"['Rice University', 'Notre Dame']",[],[],['Notre Dame'],,2025-12-10 17:33:44.535769
181,1891,,,,,,,,,,,,[],,,,,,"['Rice University', 'Notre Dame']",[],['Rice University'],['Notre Dame'],,2025-12-10 17:33:44.535769
182,1910,,,,,,,,,,,,[],,,,,,['Berkeley'],[],[],[],,2025-12-10 17:33:44.535769
183,1914,,,,,,,,,,,,[],,,,,,['Berkeley'],[],[],[],,2025-12-10 17:33:44.535769
184,1924,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
185,1925,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
186,1929,,,,,,,,,,,,[],,,,,,"['Rice', 'top5 EU institution', 'middle to lower ranked US schools']",['top5 EU institution'],['Rice'],[],,2025-12-10 17:33:44.535769
187,1934,,,,,,,,,,,,[],,,,,,['Princeton'],[],[],['Princeton'],,2025-12-10 17:33:44.535769
188,1935,,,,,,,,,,,,[],,,,,,"['Rochester', 'UT-Austin', 'UCSD', 'NYU']",[],[],[],,2025-12-10 17:33:44.535769
189,1944,,,,,,,,,,,,[],,,,,,[],[],[],['Chicago'],,2025-12-10 17:33:44.535769
190,1958,,,,,,,,,,,,[],,,,,,['University of Chicago'],[],[],['University of Chicago'],,2025-12-10 17:33:44.535769
191,1967,,,,,,,,,,,,[],False,,,2.0,,[],[],[],[],,2025-12-10 17:33:44.535769
192,1969,,,,,,,,,,,,[],False,,,2.0,,[],[],[],[],,2025-12-10 17:33:44.535769
193,1994,,,,,,,,,,,,[],False,,,2.0,,[],[],[],[],,2025-12-10 17:33:44.535769
194,1996,,,,,,,,,,,,[],False,,,,,['Michigan State University'],[],[],['Michigan State University'],,2025-12-10 17:33:44.535769
195,2002,,,,,,,,,,,,[],,,,,,['Booth'],[],[],[],,2025-12-10 17:33:44.535769
196,2019,,,,,,,,,UCSD,,,[],False,True,,,,[],['UCSD'],[],[],,2025-12-10 17:33:44.535769
197,2020,,,,,,,,,,,,[],,,,,,['USC'],[],[],[],,2025-12-10 17:33:44.535769
198,2037,,,,,,,,,,,,[],,,,,,['Berkeley'],[],[],[],,2025-12-10 17:33:44.535769
199,2040,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:33:44.535769
200,2063,,,,,,,,,,,,[],,,,,,"['Berkeley', 'Columbia']",[],[],[],,2025-12-10 17:33:44.535769
201,2082,,,,,,,,,,,,[],,,,,,['University of Chicago'],[],[],[],,2025-12-10 17:34:56.267302
202,2091,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
203,2105,3.96,4.0,,,169.0,,,T30 USNews public undergrad,,,,"['Calculus III', 'Linear Algebra', 'Probability', 'Differential Equations', 'Real Analysis', 'Stochastic Modeling', 'Advanced Econometrics']",False,True,2.0,,"Good relationships with letter writers, enthusiastic recommendations from PhD holders from T15 schools",[],[],[],[],,2025-12-10 17:34:56.267302
204,2107,,,,,,,,,,,,[],False,True,,,Current tenured or tenure-track faculty actively publishing,[],[],[],[],,2025-12-10 17:34:56.267302
205,2114,,,,,,,,,,,,[],,,,,,[],['University of Chicago'],[],[],reimbursement up to $500 for travel for admits,2025-12-10 17:34:56.267302
206,2140,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
207,13202,,,,,,,,,,,,[],False,,,,,"['Columbia', 'Michigan State', 'Cornell']",['Michigan State'],['Columbia'],[],,2025-12-10 17:34:56.267302
208,2182,,,,,,,,,,,,[],False,,,,,['NYU'],[],[],[],,2025-12-10 17:34:56.267302
209,2183,,,,,,,,,,,,[],False,,,,,['NYU'],[],[],[],,2025-12-10 17:34:56.267302
210,2186,,,,,,,,,,,,[],False,,,,,"['NYU', 'Northwestern']",[],[],[],,2025-12-10 17:34:56.267302
211,2187,,,,,,,,,,,,[],,,,,,['Northwestern'],[],[],[],,2025-12-10 17:34:56.267302
212,2193,,,,,,,,,,,,[],False,,,,,['Columbia University'],['Columbia University'],[],[],,2025-12-10 17:34:56.267302
213,2194,,,,,,,,,,,,[],,,,,,['Columbia University'],['Columbia University'],[],[],,2025-12-10 17:34:56.267302
214,2200,,,,,,,,,,,,[],,,,,,['Columbia University'],[],[],[],,2025-12-10 17:34:56.267302
215,2205,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
216,2206,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
217,2210,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
218,2216,,,,,,,,,,,,[],,,,,,[],[],['MIT'],[],,2025-12-10 17:34:56.267302
219,2225,,,,,,,,,,,,[],,,,,,['University of Chicago'],[],[],['University of Chicago'],,2025-12-10 17:34:56.267302
220,2226,,,,,164.0,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
221,2227,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
222,2234,,,,,169.0,,,,,,,['Real Analysis'],False,False,0.0,,letters from well-connected tenured professors,"['top 40 programs', 'top 50 programs']",[],[],[],,2025-12-10 17:34:56.267302
223,2242,,,,,,,,,,,,[],,,,,,"['Michigan Ann Arbor', 'MIT']",[],[],[],,2025-12-10 17:34:56.267302
224,42504,,,,,,,,Arizona State University,,Communications,,[],False,True,,,"Very weak, industry recommendations",[],[],[],[],,2025-12-10 17:34:56.267302
225,2255,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
226,2256,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
227,2258,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
228,2277,,,,,169.0,,,,,,,['Real Analysis'],False,False,0.0,,well-connected tenured professors,[],[],[],[],,2025-12-10 17:34:56.267302
229,2279,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
230,2280,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
231,9463,2.7,4.0,3.5,4.0,,,,Beijing Normal University,Tilburg University,Economics,Econometrics and Mathematical Economics,"['Calculus I', 'Calculus II', 'Linear Algebra', 'Probability Theory', 'Mathematical Statistics']",False,True,,,"1 LOR from thesis supervisor, 2 lecture LORs from Econ professors, one very famous.","['Tilburg', 'Tinbergen', 'Groningen', 'SSE', 'Stockholm U', 'Aarhus', 'CBS', 'BI', 'Glasgow', 'Boston College', 'Maastricht', 'Sfi-Lugano', 'Lund University', 'Aalto University', 'Barcelona GSE', 'INSEAD', 'Goethe University Frankfurt']",['UT Dallas'],[],[],,2025-12-10 17:34:56.267302
232,2282,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
233,2291,,,,,,,,top 5 school in Europe,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
234,2293,,,,,,,,top 5 school in Europe,,,,[],False,,,,,"['LSE', 'Oxford']",[],[],[],,2025-12-10 17:34:56.267302
235,2296,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 17:34:56.267302
236,43132,7.02,10.0,7.8,10.0,165.0,150.0,3.5,null,null,International Economics,International Economics and Finance,"['Statistics', 'Probability', 'Calculus', 'Real Analysis', 'Matrix Algebra', 'Diff Eq.', 'Game Theory']",False,True,,1.0,5 different profs. 3 are strong and the other 2 at least good.,"['UCLA', 'NYU', 'CMU', 'UT Austin', 'USC', 'UCSD', 'Georgetown', 'Duke', 'Maryland', 'UC Irvine', 'Arizona State', 'Washington U', 'SMU', 'Oxbridge', 'ETH', 'Copenhagen BS']","['BGSE', 'Stockholm School of Econ']",[],[],,2025-12-10 17:34:56.267302
237,2302,,,,,,,,,,,,[],False,,,,"X, Y, Z professors",[],[],[],[],,2025-12-10 17:34:56.267302
238,2306,,,,,,,,,Harris School,,Public Policy,[],False,,,,,"['University of Montana', 'Montana State University', 'University of Illinois Urbana-Champaign', 'Duke University']",[],[],[],scholarship,2025-12-10 17:34:56.267302
239,2315,3.9,4.0,,,169.0,163.0,5.0,Top 5 EU School,,,,[],False,True,,1.0,"1 well known professor, 2 lesser known professors","['Top 20 Programs', 'Oxford']",['Oxford'],['Top 20 Programs'],[],,2025-12-10 17:34:56.267302
240,2316,3.9,4.0,,,169.0,163.0,5.0,Top 5 EU School,,,,[],False,True,,1.0,"1 well known professor, 2 lesser known professors","['Top 20 Programs', 'Oxford']",['Oxford'],['Top 20 Programs'],[],,2025-12-10 17:34:56.267302
241,2321,3.9,4.0,,,169.0,163.0,5.0,Top 5 EU School,,,,[],False,True,,1.0,"1 well known professor, 2 lesser known professors","['Top 20 Programs', 'Oxford']",['Oxford'],['Top 20 Programs'],[],,2025-12-10 17:34:56.267302
242,2332,,,,,,,,,,,,[],False,,,,,"['UCLA', 'UC Davis']",[],[],['UCLA'],,2025-12-10 17:34:56.267302
243,2363,,,,,,,,,,,,[],False,,,,,"['Michigan State', 'Georgetown', 'U Pitt', 'Purdue', 'Syracuse', 'Arizona State', 'Texas A&M', 'Duke', 'NYU', 'UCSD', 'Upenn']",[],[],['Georgetown'],,2025-12-10 17:34:56.267302
244,2506,,,,,,,,,,,,[],,,,,,['Brown'],[],[],['Brown'],,2025-12-10 17:34:56.267302
